1,73
1,10
1,43
1,6
2,61
2,22
3,21
3,95
4,15
4,65
4,71
4,77
4,97
5,56
5,25
5,59
5,76
5,44
6,67
6,71
6,45
6,19
6,56
6,29
6,63
7,73
7,50
7,99
7,93
7,89
8,68
8,48
8,85
8,91
8,53
8,63
9,32
9,59
9,41
9,55
9,76
9,78
9,17
9,50
9,87
9,25
9,27
10,71
10,83
10,19
10,73
11,67
11,71
11,14
11,55
11,56
11,26
12,23
12,19
12,30
12,55
13,57
13,47
13,76
13,93
13,87
14,96
14,65
14,92
14,88
15,25
15,27
15,62
16,52
16,98
16,84
16,22
17,67
17,19
17,46
17,25
18,39
18,50
18,19
18,29
18,21
19,64
19,51
19,81
19,83
20,86
21,98
21,74
21,43
21,86
21,91
22,89
22,51
22,79
23,40
23,65
23,37
23,38
24,56
25,40
25,30
25,95
26,83
26,58
26,69
26,31
27,82
27,90
28,50
28,70
29,80
29,64
29,43
30,64
30,98
30,73
30,45
30,88
30,59
31,58
32,66
32,70
32,43
32,47
32,62
33,35
33,68
33,70
33,77
33,54
33,93
34,49
34,58
34,35
35,49
36,72
36,99
36,78
36,95
37,76
37,79
37,80
37,82
37,95
38,80
38,41
38,86
40,43
40,77
40,50
40,60
40,62
41,70
41,72
41,82
41,84
42,89
42,47
42,76
42,69
42,44
43,65
43,73
43,49
44,100
44,76
44,58
44,61
45,75
45,69
46,96
46,99
46,49
46,81
46,72
47,65
47,80
47,84
47,61
48,83
48,91
48,75
49,64
49,59
50,85
50,86
51,53
53,55
54,67
54,94
55,64
55,66
55,59
55,92
55,61
56,79
56,90
57,96
57,90
57,67
57,62
58,74
58,83
58,84
59,74
59,73
61,91
61,62
62,84
63,66
63,68
64,83
64,68
64,78
64,79
65,72
65,73
65,91
66,97
66,68
66,76
66,100
66,95
67,71
70,92
70,73
70,95
71,96
72,87
72,89
72,95
74,93
75,99
75,77
76,77
76,88
76,93
77,78
77,80
77,90
77,92
78,87
79,98
82,96
84,93
85,88
85,100
88,89
88,94
93,97
97,99
