1,73
1,10
2,61
2,22
3,95
4,15
4,65
4,77
4,97
5,59
5,76
6,45
6,19
6,29
6,63
7,99
7,93
8,68
8,48
8,85
8,91
9,32
9,41
9,17
9,50
9,27
10,19
11,71
11,14
11,55
11,26
12,23
12,19
12,55
13,57
13,47
13,93
13,87
14,96
14,92
15,27
15,62
17,19
18,50
18,21
19,64
19,51
19,81
20,86
21,86
21,91
24,56
26,69
26,31
27,82
27,90
28,50
28,70
29,64
30,64
30,73
30,45
31,58
32,66
32,70
32,43
32,47
33,35
33,77
33,54
33,93
34,35
35,49
36,72
36,99
37,80
37,82
37,95
38,41
40,77
40,50
40,60
41,70
41,84
42,89
42,47
42,44
43,65
43,73
44,100
45,69
46,49
46,81
48,83
48,91
49,64
50,85
50,86
51,53
54,67
54,94
55,59
55,92
55,61
56,90
57,90
57,67
58,83
59,74
59,73
62,84
63,66
64,68
64,78
64,79
66,68
66,76
66,100
66,95
67,71
70,95
71,96
72,87
75,77
76,88
77,78
77,90
77,92
78,87
79,98
85,88
93,97
