1,6
3,95
4,97
5,56
5,25
5,76
5,44
6,45
6,19
6,56
7,73
7,50
7,99
7,93
8,48
8,85
8,53
9,41
9,76
9,78
9,17
9,50
9,87
10,71
10,73
11,55
11,56
12,19
12,30
13,57
13,76
13,87
14,65
14,92
15,27
15,62
16,52
16,22
17,46
18,39
18,21
19,64
19,51
19,81
21,43
22,89
22,51
23,40
23,37
23,38
24,56
25,95
26,83
26,58
27,90
29,80
29,64
29,43
30,64
30,45
31,58
32,70
32,47
33,70
33,77
36,99
37,79
37,82
37,95
38,86
40,43
40,50
41,72
41,82
42,89
42,76
42,44
45,75
46,72
47,61
48,83
49,59
51,53
53,55
55,92
55,61
56,90
57,96
57,90
57,67
58,83
58,84
59,74
59,73
61,91
62,84
64,78
66,97
66,68
66,76
66,100
70,95
71,96
74,93
75,99
76,88
77,78
77,90
78,87
79,98
84,93
85,100
88,89
88,94
