1,10
1,6
3,21
3,95
4,71
4,97
5,25
5,44
6,67
6,71
6,45
6,19
6,56
6,63
7,73
7,50
7,99
7,89
8,68
8,85
8,63
9,59
9,87
10,71
10,19
10,73
11,67
11,14
11,55
11,26
12,23
12,19
12,30
12,55
14,96
14,65
14,92
16,84
17,19
17,25
18,21
19,64
19,51
19,81
21,74
21,43
21,91
22,89
22,51
23,40
23,38
24,56
26,31
27,90
28,70
29,64
29,43
30,45
30,59
32,66
33,35
33,70
33,54
33,93
34,49
34,58
34,35
35,49
36,72
36,78
36,95
37,76
37,82
38,80
38,41
38,86
40,43
40,50
41,70
42,89
42,47
43,73
44,58
45,75
46,96
46,81
46,72
47,65
49,64
51,53
53,55
54,67
54,94
55,64
56,90
57,96
57,90
57,62
58,83
61,91
63,66
63,68
64,68
64,78
65,73
66,97
66,76
66,100
66,95
67,71
70,92
70,95
72,87
72,89
74,93
75,77
77,78
77,92
78,87
79,98
85,88
85,100
88,89
93,97
97,99
