1,73
1,43
2,61
2,22
4,15
4,65
4,77
5,56
5,59
5,76
6,29
7,93
8,48
8,91
8,53
9,32
9,41
9,55
9,76
9,78
9,17
9,50
9,25
9,27
10,83
11,71
11,56
13,57
13,47
13,76
13,93
13,87
14,88
15,25
15,27
15,62
16,52
16,98
16,22
17,67
17,46
18,39
18,50
18,19
18,29
19,83
20,86
21,98
21,86
22,79
23,65
23,37
25,40
25,30
25,95
26,83
26,58
26,69
27,82
28,50
29,80
30,64
30,98
30,73
30,88
31,58
32,70
32,43
32,47
32,62
33,68
33,77
36,99
37,79
37,80
37,95
40,77
40,60
40,62
41,72
41,82
41,84
42,76
42,69
42,44
43,65
43,49
44,100
44,76
44,61
45,69
46,99
46,49
47,80
47,84
47,61
48,83
48,91
48,75
49,59
50,85
50,86
55,66
55,59
55,92
55,61
56,79
57,67
58,74
58,84
59,74
59,73
61,62
62,84
64,83
64,79
65,72
65,91
66,68
70,73
71,96
72,95
75,99
76,77
76,88
76,93
77,80
77,90
82,96
84,93
88,94
