1,43
1,6
3,21
4,71
5,56
5,25
5,44
6,67
6,71
6,56
7,73
7,50
7,89
8,53
8,63
9,59
9,55
9,76
9,78
9,87
9,25
10,71
10,83
10,73
11,67
11,56
12,30
13,76
14,65
14,88
15,25
16,52
16,98
16,84
16,22
17,67
17,46
17,25
18,39
18,19
18,29
19,83
21,98
21,74
21,43
22,89
22,51
22,79
23,40
23,65
23,37
23,38
25,40
25,30
25,95
26,83
26,58
29,80
29,43
30,98
30,88
30,59
32,62
33,68
33,70
34,49
34,58
36,78
36,95
37,76
37,79
38,80
38,86
40,43
40,62
41,72
41,82
42,76
42,69
43,49
44,76
44,58
44,61
45,75
46,96
46,99
46,72
47,65
47,80
47,84
47,61
48,75
49,59
53,55
55,64
55,66
56,79
57,96
57,62
58,74
58,84
61,91
61,62
63,68
64,83
65,72
65,73
65,91
66,97
70,92
70,73
72,89
72,95
74,93
75,99
76,77
76,93
77,80
82,96
84,93
85,100
88,89
88,94
97,99
