1,6
4,77
4,97
5,59
6,67
6,19
6,56
6,29
7,73
7,50
7,99
7,93
7,89
8,85
8,91
8,53
8,63
9,59
9,41
9,55
9,76
9,78
9,17
9,87
9,25
9,27
10,71
10,83
10,73
11,71
11,14
11,55
11,56
12,30
13,57
13,76
14,65
14,92
15,25
16,84
17,19
17,25
18,19
18,21
19,81
20,86
21,74
21,91
22,89
23,40
23,37
23,38
24,56
25,30
25,95
26,58
26,69
26,31
27,82
28,50
28,70
29,80
29,64
29,43
30,98
30,73
31,58
32,66
32,70
32,47
32,62
33,70
33,77
33,54
34,49
34,35
35,49
36,72
36,78
36,95
37,80
37,95
38,80
38,41
38,86
40,77
40,50
40,60
41,70
41,72
41,84
42,89
42,47
42,69
42,44
43,65
44,100
44,61
46,81
47,84
48,91
48,75
49,59
50,86
53,55
54,67
54,94
55,66
55,59
55,61
56,90
58,74
58,83
59,73
62,84
63,66
63,68
64,79
65,73
65,91
66,97
66,68
66,76
67,71
70,92
70,95
72,87
72,89
76,88
76,93
77,78
77,80
77,92
85,100
88,89
