1,73
1,10
1,43
2,61
2,22
3,21
4,15
4,65
4,71
4,77
5,59
6,67
6,71
6,29
6,63
7,89
8,68
8,91
8,63
9,32
9,59
9,55
9,25
9,27
10,83
10,19
11,67
11,71
11,14
11,26
12,23
12,55
13,47
13,93
14,96
14,88
15,25
16,98
16,84
17,67
17,19
17,25
18,50
18,19
18,29
19,83
20,86
21,98
21,74
21,86
21,91
22,79
23,65
25,40
25,30
26,69
26,31
27,82
28,50
28,70
30,98
30,73
30,88
30,59
32,66
32,43
32,62
33,35
33,68
33,54
33,93
34,49
34,58
34,35
35,49
36,72
36,78
36,95
37,76
37,80
38,80
38,41
40,77
40,60
40,62
41,70
41,84
42,47
42,69
43,65
43,73
43,49
44,100
44,76
44,58
44,61
45,69
46,96
46,99
46,49
46,81
47,65
47,80
47,84
48,91
48,75
49,64
50,85
50,86
54,67
54,94
55,64
55,66
55,59
56,79
57,62
58,74
61,62
63,66
63,68
64,83
64,68
64,79
65,72
65,73
65,91
66,95
67,71
70,92
70,73
72,87
72,89
72,95
75,77
76,77
76,93
77,80
77,92
82,96
85,88
93,97
97,99
